Time,Dew,SeaP,Temp,WD,WS,hour,rain6,area
2020-01-01 08:00:00+08:00,3.0672413793103446,1028.2896551724139,6.136206896551724,140.60344827586206,,8,,CS
2020-01-01 11:00:00+08:00,,,,,,11,,CS
2020-01-01 14:00:00+08:00,4.153448275862068,1023.9258620689654,12.177586206896558,175.91379310344828,2.496551724137931,14,,CS
2020-01-01 17:00:00+08:00,4.1879310344827605,1022.8724137931035,12.377586206896558,173.17241379310346,2.444827586206897,17,,CS
2020-01-01 20:00:00+08:00,4.743103448275861,1025.2396551724141,10.05,170.74137931034483,2.08448275862069,20,,CS
2020-01-01 23:00:00+08:00,,,,,,23,,CS
2020-01-02 02:00:00+08:00,5.110344827586207,1024.6500000000003,8.034482758620692,154.8448275862069,1.8620689655172413,2,,CS
2020-01-02 05:00:00+08:00,5.110344827586206,1024.412068965517,7.66551724137931,174.98275862068965,1.601724137931035,5,,CS
2020-01-02 08:00:00+08:00,5.360344827586209,1026.6448275862067,7.641379310344826,185.29310344827587,1.5482758620689656,8,,CS
2020-01-02 11:00:00+08:00,5.929310344827588,1027.4310344827586,10.717241379310344,148.0344827586207,1.7206896551724145,11,,CS
2020-01-02 14:00:00+08:00,6.191379310344829,1023.8672413793104,13.41896551724138,147.5,2.098275862068965,14,,CS
2020-01-02 17:00:00+08:00,6.194827586206894,1023.2913793103447,13.25,175.41379310344828,2.025862068965517,17,,CS
2020-01-02 20:00:00+08:00,6.536206896551724,1025.2620689655175,10.901724137931035,151.39655172413794,2.0620689655172417,20,,CS
2020-01-02 23:00:00+08:00,,,,,,23,,CS
2020-01-03 02:00:00+08:00,,,,,,2,,CS
2020-01-03 05:00:00+08:00,,,,,,5,,CS
2020-01-03 08:00:00+08:00,,,,,,8,,CS
2020-01-03 11:00:00+08:00,6.725862068965518,1026.403448275862,10.43275862068966,193.43103448275863,1.6620689655172414,11,,CS
2020-01-03 14:00:00+08:00,6.474137931034483,1022.8206896551723,12.915517241379312,179.25862068965517,2.2086206896551728,14,,CS
2020-01-03 17:00:00+08:00,6.394827586206898,1022.4689655172413,12.59137931034483,176.3448275862069,2.156896551724138,17,,CS
2020-01-03 20:00:00+08:00,6.636206896551725,1024.5500000000002,10.291379310344826,147.63793103448276,1.755172413793103,20,,CS
2020-01-03 23:00:00+08:00,,,,,,23,,CS
2020-01-04 02:00:00+08:00,,,,,,2,,CS
2020-01-04 05:00:00+08:00,6.824137931034482,1022.3431034482759,8.189655172413792,191.08620689655172,1.558620689655172,5,,CS
2020-01-04 08:00:00+08:00,7.041379310344828,1023.5844827586209,8.165517241379309,161.6206896551724,1.324137931034483,8,,CS
2020-01-04 11:00:00+08:00,7.560344827586205,1024.0293103448273,10.217241379310343,194.10344827586206,1.5275862068965511,11,,CS
2020-01-04 14:00:00+08:00,7.7172413793103445,1020.7137931034482,11.762068965517242,159.72413793103448,2.0068965517241386,14,,CS
2020-01-04 17:00:00+08:00,7.725862068965514,1019.843103448276,11.177586206896555,159.55172413793105,1.803448275862069,17,,CS
2020-01-04 20:00:00+08:00,7.610344827586206,1021.2724137931035,9.748275862068963,149.41379310344828,2.043103448275862,20,,CS
2020-01-04 23:00:00+08:00,,,,,,23,,CS
2020-01-05 02:00:00+08:00,,,,,,2,,CS
2020-01-05 05:00:00+08:00,,,,,,5,,CS
2020-01-05 08:00:00+08:00,7.462068965517241,1020.0568965517243,8.987931034482758,151.17241379310346,2.077586206896551,8,,CS
2020-01-05 11:00:00+08:00,8.210344827586209,1020.2413793103449,12.13793103448276,188.68965517241378,2.448275862068965,11,,CS
2020-01-05 14:00:00+08:00,8.537931034482758,1016.510344827586,15.322413793103454,172.91379310344828,2.8499999999999996,14,,CS
2020-01-05 17:00:00+08:00,9.120689655172416,1016.2948275862068,14.691379310344836,151.51724137931035,2.6741379310344833,17,,CS
2020-01-05 20:00:00+08:00,9.146551724137929,1018.2482758620689,12.565517241379315,165.68965517241378,2.401724137931035,20,,CS
2020-01-05 23:00:00+08:00,,,,,,23,,CS
2020-01-06 02:00:00+08:00,9.125862068965516,1017.5620689655176,10.758620689655174,173.39655172413794,2.3344827586206893,2,,CS
2020-01-06 05:00:00+08:00,,,,,,5,,CS
2020-01-06 08:00:00+08:00,,,,,,8,,CS
2020-01-06 11:00:00+08:00,9.631034482758624,1018.5913793103449,13.646551724137938,205.3448275862069,2.76896551724138,11,,CS
2020-01-06 14:00:00+08:00,,,,,,14,,CS
2020-01-06 17:00:00+08:00,8.212068965517242,1013.8189655172412,16.05517241379311,186.93103448275863,3.181034482758619,17,,CS
2020-01-06 20:00:00+08:00,7.627586206896552,1015.7448275862068,13.41551724137931,183.1551724137931,3.2379310344827585,20,,CS
2020-01-06 23:00:00+08:00,,,,,,23,,CS
2020-01-07 02:00:00+08:00,7.182758620689656,1016.9068965517241,10.312068965517245,183.60344827586206,2.579310344827585,2,,CS
2020-01-07 05:00:00+08:00,6.262068965517242,1018.0534482758623,8.75862068965517,209.31034482758622,2.4,5,,CS
2020-01-07 08:00:00+08:00,5.531034482758621,1020.803448275862,7.7413793103448265,191.8793103448276,2.4465517241379304,8,,CS
2020-01-07 11:00:00+08:00,5.96896551724138,1021.8689655172417,11.42931034482759,194.48275862068965,2.3103448275862064,11,,CS
2020-01-07 14:00:00+08:00,5.136206896551725,1018.9189655172414,14.413793103448276,175.51724137931035,2.9862068965517246,14,,CS
2020-01-07 17:00:00+08:00,,,,,,17,,CS
2020-01-07 20:00:00+08:00,4.927586206896553,1022.0086206896553,10.624137931034486,181.06896551724137,2.5120689655172423,20,,CS
2020-01-07 23:00:00+08:00,,,,,,23,,CS
2020-01-08 02:00:00+08:00,4.343103448275862,1022.5051724137933,7.817241379310345,177.70689655172413,2.429310344827586,2,,CS
2020-01-08 05:00:00+08:00,3.625862068965518,1022.1672413793103,7.106896551724141,139.5,2.3068965517241384,5,,CS
2020-01-08 08:00:00+08:00,3.5810344827586187,1023.4155172413797,6.741379310344826,145.81034482758622,2.036206896551724,8,,CS
2020-01-08 11:00:00+08:00,3.658620689655172,1023.3293103448275,10.155172413793101,150.01724137931035,2.524137931034483,11,,CS
2020-01-08 14:00:00+08:00,3.163793103448276,1019.0241379310345,12.93103448275862,161.43103448275863,2.951724137931034,14,,CS
2020-01-08 17:00:00+08:00,3.229310344827587,1017.9431034482756,12.403448275862074,159.0,2.9362068965517243,17,,CS
2020-01-08 20:00:00+08:00,3.612068965517241,1019.6844827586203,9.674137931034483,139.36206896551724,2.5758620689655176,20,,CS
2020-01-08 23:00:00+08:00,,,,,,23,,CS
2020-01-09 02:00:00+08:00,,,,,,2,,CS
2020-01-09 05:00:00+08:00,3.3431034482758615,1018.9034482758619,6.57068965517241,172.77586206896552,2.3465517241379312,5,,CS
2020-01-09 08:00:00+08:00,3.312068965517241,1020.4431034482757,6.160344827586208,146.89655172413794,2.410344827586206,8,,CS
2020-01-09 11:00:00+08:00,3.5568965517241375,1021.0637931034483,9.182758620689654,170.0344827586207,2.5275862068965513,11,,CS
2020-01-09 14:00:00+08:00,3.5413793103448277,1017.5310344827586,11.54137931034483,154.32758620689654,2.963793103448276,14,,CS
2020-01-09 17:00:00+08:00,,,,,,17,,CS
2020-01-09 20:00:00+08:00,3.8810344827586207,1018.513793103448,9.053448275862069,144.1551724137931,2.4586206896551723,20,,CS
2020-01-09 23:00:00+08:00,,,,,,23,,CS
2020-01-10 02:00:00+08:00,,,,,,2,,CS
2020-01-10 05:00:00+08:00,3.9724137931034487,1017.810344827586,6.427586206896551,189.18965517241378,1.753448275862069,5,,CS
2020-01-10 08:00:00+08:00,3.9448275862068964,1019.1844827586209,6.1689655172413795,189.17241379310346,1.8758620689655168,8,,CS
2020-01-10 11:00:00+08:00,4.029310344827587,1019.9913793103449,8.47413793103448,167.91379310344828,2.087931034482759,11,,CS
2020-01-10 14:00:00+08:00,3.8120689655172413,1016.8568965517242,9.787931034482762,188.8793103448276,2.5931034482758624,14,,CS
2020-01-10 17:00:00+08:00,3.544827586206897,1016.8741379310347,9.267241379310343,185.82758620689654,2.7327586206896552,17,,CS
2020-01-10 20:00:00+08:00,3.5448275862068974,1019.2724137931028,7.410344827586206,202.39655172413794,2.3603448275862076,20,,CS
2020-01-10 23:00:00+08:00,,,,,,23,,CS
2020-01-11 02:00:00+08:00,3.279310344827586,1020.6310344827584,5.38448275862069,183.6551724137931,2.174137931034483,2,,CS
2020-01-11 05:00:00+08:00,2.908620689655172,1021.2103448275863,4.77758620689655,195.8448275862069,1.9931034482758623,5,,CS
2020-01-11 08:00:00+08:00,,,,,,8,,CS
2020-01-11 11:00:00+08:00,3.1362068965517236,1024.7741379310346,6.665517241379308,181.5,1.9586206896551728,11,,CS
2020-01-11 14:00:00+08:00,2.3258620689655167,1021.3517241379307,8.384482758620688,188.5,2.1120689655172415,14,,CS
2020-01-11 17:00:00+08:00,2.160344827586207,1021.0499999999997,8.575862068965517,173.44827586206895,2.1655172413793102,17,,CS
2020-01-11 20:00:00+08:00,,,,,,20,,CS
2020-01-11 23:00:00+08:00,,,,,,23,,CS
2020-01-12 02:00:00+08:00,,,,,,2,,CS
2020-01-12 05:00:00+08:00,1.6327586206896552,1022.8275862068966,3.69655172413793,190.18965517241378,1.6017241379310345,5,,CS
2020-01-12 08:00:00+08:00,1.2586206896551724,1024.3948275862072,3.3,189.08620689655172,1.6051724137931036,8,,CS
2020-01-12 11:00:00+08:00,,,,,,11,,CS
2020-01-12 14:00:00+08:00,0.5913793103448275,1019.3275862068964,10.481034482758623,166.17241379310346,1.9999999999999998,14,,CS
2020-01-12 17:00:00+08:00,,,,,,17,,CS
2020-01-12 20:00:00+08:00,1.108620689655173,1020.446551724138,7.396551724137929,174.8448275862069,2.0258620689655173,20,,CS
2020-01-12 23:00:00+08:00,,,,,,23,,CS
2020-01-13 02:00:00+08:00,1.5465517241379307,1019.6500000000001,4.987931034482758,169.25862068965517,1.6103448275862067,2,,CS
2020-01-13 05:00:00+08:00,1.581034482758621,1018.8517241379311,4.44310344827586,186.01724137931035,1.5465517241379307,5,,CS
